#Name	Length	Bases	Coverage	Reads	RPKM	Frags	FPKM
MN034737.1 Mitovirus sp. isolate H1_Rhizo_27_scaffold_13345 sequence	1342	0	0.0000	0	0.0000	0	0.0000
MN034736.1 Leviviridae sp. isolate H4_Bulk_46_scaffold_563 RNA-dependent RNA polymerase (H4Bulk46563_000001), hypothetical protein (H4Bulk46563_000002), and hypothetical protein (H4Bulk46563_000003) genes, complete cds	3927	0	0.0000	0	0.0000	0	0.0000
MN034735.1 Leviviridae sp. isolate H4_Rhizo_43_scaffold_408 RNA-dependent RNA polymerase (H4Rhizo43408_000001), hypothetical protein (H4Rhizo43408_000002), and hypothetical protein (H4Rhizo43408_000003) genes, complete cds	4002	0	0.0000	0	0.0000	0	0.0000
MN034734.1 Leviviridae sp. isolate H2_Rhizo_32_scaffold_917 RNA-dependent RNA polymerase (H2Rhizo32917_000001), hypothetical protein (H2Rhizo32917_000002), and hypothetical protein (H2Rhizo32917_000003) genes, complete cds	3453	0	0.0000	0	0.0000	0	0.0000
MN034733.1 Leviviridae sp. isolate H1_Rhizo_26_FD_scaffold_573 RNA-dependent RNA polymerase (H1Rhizo26FD573_000001), hypothetical protein (H1Rhizo26FD573_000002), hypothetical protein (H1Rhizo26FD573_000003), and hypothetical protein (H1Rhizo26FD573_000004) genes, complete cds	3854	0	0.0000	0	0.0000	0	0.0000
MN034732.1 Leviviridae sp. isolate H2_Bulk_35_scaffold_116 hypothetical protein (H2Bulk35116_000001), hypothetical protein (H2Bulk35116_000002), and RNA-dependent RNA polymerase (H2Bulk35116_000003) genes, complete cds	4652	0	0.0000	0	0.0000	0	0.0000
MN034731.1 Leviviridae sp. isolate H2_Bulk_34_350 hypothetical protein (H2Bulk34350_000001) gene, partial cds; and hypothetical protein (H2Bulk34350_000002), hypothetical protein (H2Bulk34350_000003), and RNA-dependent RNA polymerase (H2Bulk34350_000004) genes, complete cds	3784	0	0.0000	0	0.0000	0	0.0000
MN034730.1 Riboviria sp. isolate H2_Bulk_34_15528 sequence	1169	0	0.0000	0	0.0000	0	0.0000
MN034729.1 Mitovirus sp. isolate H2_Bulk_36_scaffold_4630 hypothetical protein (H2Bulk364630_000001), hypothetical protein (H2Bulk364630_000002), and RNA-dependent RNA polymerase (H2Bulk364630_000003) genes, complete cds	3071	0	0.0000	0	0.0000	0	0.0000
MN034728.1 Leviviridae sp. isolate H2_Rhizo_Litter_49_scaffold_1419 hypothetical protein (H2RhizoLitter491419_000001), hypothetical protein (H2RhizoLitter491419_000002), hypothetical protein (H2RhizoLitter491419_000003), and RNA-dependent RNA polymerase (H2RhizoLitter491419_000004) genes, complete cds	4002	0	0.0000	0	0.0000	0	0.0000
MN034727.1 Riboviria sp. isolate H2_Rhizo_Litter_49_scaffold_15397 sequence	1856	0	0.0000	0	0.0000	0	0.0000
MN034726.1 Partitiviridae sp. isolate H4_Rhizo_45_scaffold_39220 sequence	1002	0	0.0000	0	0.0000	0	0.0000
MN034725.1 Leviviridae sp. isolate H1_Rhizo_26_FD_scaffold_522 hypothetical protein (H1Rhizo26FD522_000001), hypothetical protein (H1Rhizo26FD522_000002), and RNA-dependent RNA polymerase (H1Rhizo26FD522_000003) genes, complete cds	3942	0	0.0000	0	0.0000	0	0.0000
MN034724.1 Picornavirales sp. isolate H3_Bulk_Litter_16_18070 sequence	1077	0	0.0000	0	0.0000	0	0.0000
MN034723.1 Picornavirales sp. isolate H3_Bulk_Litter_17_scaffold_2532 RNA-dependent RNA polymerase (H3BulkLitter172532_000001), hypothetical protein (H3BulkLitter172532_000002), and hypothetical protein (H3BulkLitter172532_000003) genes, complete cds	6046	0	0.0000	0	0.0000	0	0.0000
MN034722.1 Leviviridae sp. isolate H4_Bulk_46_scaffold_11397 sequence	1574	0	0.0000	0	0.0000	0	0.0000
MN034721.1 Riboviria sp. isolate H3_Bulk_42_scaffold_7300 hypothetical protein (H3Bulk427300_000001) gene, partial cds; RNA-dependent RNA polymerase (H3Bulk427300_000002) gene, complete cds; and hypothetical protein (H3Bulk427300_000003) gene, partial cds	1511	0	0.0000	0	0.0000	0	0.0000
MN034720.1 Leviviridae sp. isolate H1_Bulk_29_scaffold_5235 sequence	1732	0	0.0000	0	0.0000	0	0.0000
MN034719.1 Leviviridae sp. isolate H2_Rhizo_Litter_49_scaffold_936 RNA-dependent RNA polymerase (H2RhizoLitter49936_000001), hypothetical protein (H2RhizoLitter49936_000002), and hypothetical protein (H2RhizoLitter49936_000003) genes, complete cds; and hypothetical protein (H2RhizoLitter49936_000004) gene, partial cds	4460	0	0.0000	0	0.0000	0	0.0000
MN034718.1 Mitovirus sp. isolate H4_Bulk_Litter_23_scaffold_3940 sequence	1899	0	0.0000	0	0.0000	0	0.0000
MN034717.1 Leviviridae sp. isolate H3_Bulk_42_scaffold_307 RNA-dependent RNA polymerase (H3Bulk42307_000001), hypothetical protein (H3Bulk42307_000002), hypothetical protein (H3Bulk42307_000003), and hypothetical protein (H3Bulk42307_000004) genes, complete cds	3996	0	0.0000	0	0.0000	0	0.0000
MN034716.1 Riboviria sp. isolate H1_Bulk_Litter_5_scaffold_8366 sequence	1738	0	0.0000	0	0.0000	0	0.0000
MN034715.1 Mitovirus sp. isolate H1_Rhizo_27_scaffold_2467 sequence	2402	0	0.0000	0	0.0000	0	0.0000
MN034714.1 Riboviria sp. isolate H2_Bulk_34_953 sequence	2809	0	0.0000	0	0.0000	0	0.0000
MN034713.1 Leviviridae sp. isolate H2_Rhizo_32_scaffold_742 hypothetical protein (H2Rhizo32742_000001) gene, partial cds; and hypothetical protein (H2Rhizo32742_000002) and RNA-dependent RNA polymerase (H2Rhizo32742_000003) genes, complete cds	3553	0	0.0000	0	0.0000	0	0.0000
MN034712.1 Leviviridae sp. isolate H4_Rhizo_Litter_21_scaffold_572 RNA-dependent RNA polymerase (H4RhizoLitter21572_000001) and hypothetical protein (H4RhizoLitter21572_000002) genes, complete cds; and hypothetical protein (H4RhizoLitter21572_000003) gene, partial cds	3811	0	0.0000	0	0.0000	0	0.0000
MN034711.1 Riboviria sp. isolate H3_Bulk_42_scaffold_15316 sequence	1170	0	0.0000	0	0.0000	0	0.0000
MN034710.1 Leviviridae sp. isolate H2_Rhizo_33_scaffold_304 RNA-dependent RNA polymerase (H2Rhizo33304_000001), hypothetical protein (H2Rhizo33304_000002), and hypothetical protein (H2Rhizo33304_000003) genes, complete cds; and hypothetical protein (H2Rhizo33304_000004) gene, partial cds	4549	0	0.0000	0	0.0000	0	0.0000
MN034709.1 Totiviridae sp. isolate H4_Rhizo_Litter_20_scaffold_16639 sequence	1122	0	0.0000	0	0.0000	0	0.0000
MN034708.1 Leviviridae sp. isolate H2_Rhizo_31_scaffold_581 RNA-dependent RNA polymerase (H2Rhizo31581_000001), hypothetical protein (H2Rhizo31581_000002), hypothetical protein (H2Rhizo31581_000003), and hypothetical protein (H2Rhizo31581_000004) genes, complete cds	3867	0	0.0000	0	0.0000	0	0.0000
MN034707.1 Mitovirus sp. isolate H1_Bulk_28_FD_scaffold_1221 hypothetical protein (H1Bulk28FD1221_000001) gene, partial cds; hypothetical protein (H1Bulk28FD1221_000002) gene, complete cds; and RNA-dependent RNA polymerase (H1Bulk28FD1221_000003) gene, partial cds	2976	0	0.0000	0	0.0000	0	0.0000
MN034706.1 Riboviria sp. isolate H4_Bulk_Litter_23_scaffold_258 RNA-dependent RNA polymerase (H4BulkLitter23258_000001), hypothetical protein (H4BulkLitter23258_000002), and hypothetical protein (H4BulkLitter23258_000003) genes, complete cds	4098	0	0.0000	0	0.0000	0	0.0000
MN034705.1 Mitovirus sp. isolate H1_Bulk_Litter_6_scaffold_771 RNA-dependent RNA polymerase (H1BulkLitter6771_000001) gene, partial cds; and hypothetical protein (H1BulkLitter6771_000002) gene, complete cds	3226	0	0.0000	0	0.0000	0	0.0000
MN034704.1 Riboviria sp. isolate H2_Bulk_36_scaffold_9730 RNA-dependent RNA polymerase (H2Bulk369730_000001) and hypothetical protein (H2Bulk369730_000002) genes, partial cds	1176	0	0.0000	0	0.0000	0	0.0000
MN034703.1 Leviviridae sp. isolate H2_Rhizo_Litter_49_scaffold_3661 hypothetical protein (H2RhizoLitter493661_000001) gene, partial cds; and hypothetical protein (H2RhizoLitter493661_000002) and RNA-dependent RNA polymerase (H2RhizoLitter493661_000003) genes, complete cds	2960	0	0.0000	0	0.0000	0	0.0000
MN034702.1 Leviviridae sp. isolate H1_Bulk_Litter_6_scaffold_10122 sequence	1340	0	0.0000	0	0.0000	0	0.0000
MN034701.1 Mitovirus sp. isolate H3_Bulk_Litter_16_2312 hypothetical protein (H3BulkLitter162312_000001) gene, partial cds; and RNA-dependent RNA polymerase (H3BulkLitter162312_000002) and hypothetical protein (H3BulkLitter162312_000003) genes, complete cds	2155	0	0.0000	0	0.0000	0	0.0000
MN034700.1 Fusariviridae sp. isolate H4_Bulk_Litter_23_scaffold_9981 sequence	1421	0	0.0000	0	0.0000	0	0.0000
MN034699.1 Leviviridae sp. isolate H4_Bulk_Litter_23_scaffold_1357 hypothetical protein (H4BulkLitter231357_000001) gene, partial cds; hypothetical protein (H4BulkLitter231357_000002) gene, complete cds; and RNA-dependent RNA polymerase (H4BulkLitter231357_000003) gene, partial cds	1813	0	0.0000	0	0.0000	0	0.0000
MN034698.1 Leviviridae sp. isolate H2_Bulk_36_scaffold_2257_e_147_1 RNA-dependent RNA polymerase (H2Bulk362257e1471_000001) and hypothetical protein (H2Bulk362257e1471_000002) genes, partial cds	1594	0	0.0000	0	0.0000	0	0.0000
MN034697.1 Riboviria sp. isolate H1_Rhizo_26_FD_scaffold_35 hypothetical protein (H1Rhizo26FD35_000001) and RNA-dependent RNA polymerase (H1Rhizo26FD35_000002) genes, complete cds	8890	0	0.0000	0	0.0000	0	0.0000
MN034696.1 Mitovirus sp. isolate H1_Rhizo_27_scaffold_24167 sequence	1078	0	0.0000	0	0.0000	0	0.0000
MN034695.1 Mitovirus sp. isolate H3_Bulk_42_scaffold_5758 sequence	1637	0	0.0000	0	0.0000	0	0.0000
MN034694.1 Riboviria sp. isolate H1_Bulk_Litter_6_scaffold_287 hypothetical protein (H1BulkLitter6287_000001) and RNA-dependent RNA polymerase (H1BulkLitter6287_000002) genes, complete cds; and hypothetical protein (H1BulkLitter6287_000003) gene, partial cds	4196	0	0.0000	0	0.0000	0	0.0000
MN034693.1 Mitovirus sp. isolate H3_Rhizo_Litter_15_scaffold_11080 sequence	1147	0	0.0000	0	0.0000	0	0.0000
MN034692.1 Mitovirus sp. isolate H3_Rhizo_Litter_15_scaffold_2170 RNA-dependent RNA polymerase (H3RhizoLitter152170_000001) gene, complete cds; and hypothetical protein (H3RhizoLitter152170_000002) gene, partial cds	2022	0	0.0000	0	0.0000	0	0.0000
MN034691.1 Leviviridae sp. isolate H2_Rhizo_Litter_49_scaffold_1365 hypothetical protein (H2RhizoLitter491365_000001) gene, partial cds; and RNA-dependent RNA polymerase (H2RhizoLitter491365_000002), hypothetical protein (H2RhizoLitter491365_000003), hypothetical protein (H2RhizoLitter491365_000004), and hypothetical protein (H2RhizoLitter491365_000005) genes, complete cds	4032	0	0.0000	0	0.0000	0	0.0000
MN034690.1 Mitovirus sp. isolate H1_Bulk_30_scaffold_4650 sequence	1681	0	0.0000	0	0.0000	0	0.0000
MN034689.1 Mitovirus sp. isolate H4_Bulk_Litter_24_scaffold_39944 sequence	1019	0	0.0000	0	0.0000	0	0.0000
MN034688.1 Mitovirus sp. isolate H3_Bulk_42_scaffold_442 hypothetical protein (H3Bulk42442_000001) gene, complete cds; and RNA-dependent RNA polymerase (H3Bulk42442_000002) gene, partial cds	3690	0	0.0000	0	0.0000	0	0.0000
MN034687.1 Picornavirales sp. isolate H4_Bulk_46_scaffold_77 hypothetical protein (H4Bulk4677_000001) and RNA-dependent RNA polymerase (H4Bulk4677_000002) genes, complete cds; and hypothetical protein (H4Bulk4677_000003) gene, partial cds	5969	0	0.0000	0	0.0000	0	0.0000
MN034686.1 Partitiviridae sp. isolate H1_Bulk_28_FD_scaffold_1905 sequence	1791	0	0.0000	0	0.0000	0	0.0000
MN034685.1 Mitovirus sp. isolate H1_Bulk_Litter_5_scaffold_2307 sequence	2761	0	0.0000	0	0.0000	0	0.0000
MN034684.1 Leviviridae sp. isolate H1_Rhizo_27_scaffold_801 RNA-dependent RNA polymerase (H1Rhizo27801_000001), hypothetical protein (H1Rhizo27801_000002), and hypothetical protein (H1Rhizo27801_000003) genes, complete cds	3618	0	0.0000	0	0.0000	0	0.0000
MN034683.1 Leviviridae sp. isolate H4_Bulk_47_scaffold_11555 sequence	1402	0	0.0000	0	0.0000	0	0.0000
MN034682.1 Mitovirus sp. isolate H3_Rhizo_Litter_15_scaffold_1197 RNA-dependent RNA polymerase (H3RhizoLitter151197_000001) and hypothetical protein (H3RhizoLitter151197_000002) genes, complete cds	3440	0	0.0000	0	0.0000	0	0.0000
MN034681.1 Mitovirus sp. isolate H4_Bulk_48_scaffold_6740 sequence	1688	0	0.0000	0	0.0000	0	0.0000
MN034679.1 Mitovirus sp. isolate H1_Rhizo_26_FD_scaffold_16043 sequence	1273	0	0.0000	0	0.0000	0	0.0000
MN034677.1 Leviviridae sp. isolate H1_Bulk_29_scaffold_1126_e_1717 sequence	1717	0	0.0000	0	0.0000	0	0.0000
MN034676.1 Mitovirus sp. isolate H1_Bulk_Litter_6_scaffold_1724 sequence	2505	0	0.0000	0	0.0000	0	0.0000
MN034675.1 Leviviridae sp. isolate H1_Rhizo_Litter_3_1782 RNA-dependent RNA polymerase (H1RhizoLitter31782_000001), RNA-dependent RNA polymerase (H1RhizoLitter31782_000002), and hypothetical protein (H1RhizoLitter31782_000003) genes, complete cds	2927	0	0.0000	0	0.0000	0	0.0000
MN034674.1 Leviviridae sp. isolate H4_Rhizo_44_scaffold_336 RNA-dependent RNA polymerase (H4Rhizo44336_000001), hypothetical protein (H4Rhizo44336_000002), and hypothetical protein (H4Rhizo44336_000003) genes, complete cds	3848	0	0.0000	0	0.0000	0	0.0000
MN034673.1 Leviviridae sp. isolate H2_Rhizo_Litter_49_scaffold_8857 RNA-dependent RNA polymerase (H2RhizoLitter498857_000001) and hypothetical protein (H2RhizoLitter498857_000002) genes, partial cds	2217	0	0.0000	0	0.0000	0	0.0000
MN034672.1 Mitovirus sp. isolate H2_Rhizo_32_scaffold_1873 sequence	2723	0	0.0000	0	0.0000	0	0.0000
MN034671.1 Mitovirus sp. isolate H2_Bulk_Litter_11_2277 sequence	2341	0	0.0000	0	0.0000	0	0.0000
MN034670.1 Narnavirus sp. isolate H1_Rhizo_Litter_3_18020 sequence	1311	0	0.0000	0	0.0000	0	0.0000
MN034669.1 Partitiviridae sp. isolate H2_Bulk_34_5945 sequence	1600	0	0.0000	0	0.0000	0	0.0000
MN034668.1 Leviviridae sp. isolate H2_Bulk_35_scaffold_286 hypothetical protein (H2Bulk35286_000001), hypothetical protein (H2Bulk35286_000002), and RNA-dependent RNA polymerase (H2Bulk35286_000003) genes, complete cds	3999	0	0.0000	0	0.0000	0	0.0000
MN034667.1 Leviviridae sp. isolate H3_Rhizo_37_scaffold_6068 sequence	1002	0	0.0000	0	0.0000	0	0.0000
MN034666.1 Riboviria sp. isolate H2_Rhizo_33_scaffold_8219 sequence	1689	0	0.0000	0	0.0000	0	0.0000
MN034665.1 Leviviridae sp. isolate H4_Rhizo_43_scaffold_312 hypothetical protein (H4Rhizo43312_000001), hypothetical protein (H4Rhizo43312_000002), hypothetical protein (H4Rhizo43312_000003), and RNA-dependent RNA polymerase (H4Rhizo43312_000004) genes, complete cds	4266	0	0.0000	0	0.0000	0	0.0000
MN034664.1 Leviviridae sp. isolate H3_Rhizo_37_scaffold_5986 sequence	1461	0	0.0000	0	0.0000	0	0.0000
MN034663.1 Mitovirus sp. isolate H1_Rhizo_27_scaffold_14758 sequence	1296	0	0.0000	0	0.0000	0	0.0000
MN034662.1 Leviviridae sp. isolate H1_Bulk_Litter_5_scaffold_748 RNA-dependent RNA polymerase (H1BulkLitter5748_000001), hypothetical protein (H1BulkLitter5748_000002), and hypothetical protein (H1BulkLitter5748_000003) genes, complete cds	3976	0	0.0000	0	0.0000	0	0.0000
MN034661.1 Totiviridae sp. isolate H4_Bulk_48_scaffold_20419 sequence	1193	0	0.0000	0	0.0000	0	0.0000
MN034660.1 Arenavirus sp. isolate H1_Bulk_Litter_4_scaffold_595 sequence	3262	0	0.0000	0	0.0000	0	0.0000
MN034659.1 Mitovirus sp. isolate H4_Bulk_Litter_22_scaffold_1764 sequence	2634	0	0.0000	0	0.0000	0	0.0000
MN034658.1 Mitovirus sp. isolate H1_Bulk_Litter_6_scaffold_3209 sequence	2026	0	0.0000	0	0.0000	0	0.0000
MN034657.1 Arenavirus sp. isolate H1_Bulk_Litter_6_scaffold_142 sequence	5094	0	0.0000	0	0.0000	0	0.0000
MN034656.1 Leviviridae sp. isolate H1_Bulk_29_scaffold_9919 sequence	1408	0	0.0000	0	0.0000	0	0.0000
MN034655.1 Leviviridae sp. isolate H2_Bulk_35_scaffold_16342 sequence	1086	0	0.0000	0	0.0000	0	0.0000
MN034654.1 Leviviridae sp. isolate H2_Rhizo_Litter_7_scaffold_1276 hypothetical protein (H2RhizoLitter71276_000001) gene, partial cds; and RNA-dependent RNA polymerase (H2RhizoLitter71276_000002) gene, complete cds	2220	0	0.0000	0	0.0000	0	0.0000
MN034653.1 Leviviridae sp. isolate H4_Bulk_46_scaffold_500 RNA-dependent RNA polymerase (H4Bulk46500_000001), hypothetical protein (H4Bulk46500_000002), and hypothetical protein (H4Bulk46500_000003) genes, complete cds	3988	0	0.0000	0	0.0000	0	0.0000
MN034652.1 Mitovirus sp. isolate H4_Rhizo_45_scaffold_8893 sequence	1613	0	0.0000	0	0.0000	0	0.0000
MN034651.1 Mitovirus sp. isolate H4_Bulk_48_scaffold_2179 sequence	2327	0	0.0000	0	0.0000	0	0.0000
MN034650.1 Leviviridae sp. isolate H4_Rhizo_Litter_21_scaffold_717 RNA-dependent RNA polymerase (H4RhizoLitter21717_000001), hypothetical protein (H4RhizoLitter21717_000002), hypothetical protein (H4RhizoLitter21717_000003), and hypothetical protein (H4RhizoLitter21717_000004) genes, complete cds	3459	0	0.0000	0	0.0000	0	0.0000
MN034649.1 Mitovirus sp. isolate H2_Bulk_35_scaffold_1963 sequence	2330	0	0.0000	0	0.0000	0	0.0000
MN034648.1 Picornavirales sp. isolate H4_Rhizo_Litter_19_scaffold_224 sequence	4961	0	0.0000	0	0.0000	0	0.0000
MN034647.1 Cystoviridae sp. isolate H4_Bulk_46_scaffold_5452 RNA-dependent RNA polymerase (H4Bulk465452_000001) gene, partial cds; hypothetical protein (H4Bulk465452_000002), hypothetical protein (H4Bulk465452_000003), and hypothetical protein (H4Bulk465452_000004) genes, complete cds; and hypothetical protein (H4Bulk465452_000005) gene, partial cds	2003	0	0.0000	0	0.0000	0	0.0000
MN034646.1 Leviviridae sp. isolate H4_Bulk_46_scaffold_38324 sequence	1065	0	0.0000	0	0.0000	0	0.0000
MN034645.1 Mitovirus sp. isolate H1_Bulk_Litter_5_scaffold_27485 sequence	1116	0	0.0000	0	0.0000	0	0.0000
MN034644.1 Mitovirus sp. isolate H4_Bulk_46_scaffold_1492 sequence	2995	0	0.0000	0	0.0000	0	0.0000
MN034643.1 Riboviria sp. isolate H4_Rhizo_45_scaffold_200 RNA-dependent RNA polymerase (H4Rhizo45200_000001) and hypothetical protein (H4Rhizo45200_000002) genes, partial cds	4294	0	0.0000	0	0.0000	0	0.0000
MN034642.1 Leviviridae sp. isolate H2_Rhizo_Litter_8_scaffold_3226 hypothetical protein (H2RhizoLitter83226_000001) and RNA-dependent RNA polymerase (H2RhizoLitter83226_000002) genes, partial cds	1952	0	0.0000	0	0.0000	0	0.0000
MN034641.1 Leviviridae sp. isolate H1_Rhizo_25_scaffold_1024 hypothetical protein (H1Rhizo251024_000001), hypothetical protein (H1Rhizo251024_000002), hypothetical protein (H1Rhizo251024_000003), RNA-dependent RNA polymerase (H1Rhizo251024_000004), and RNA-dependent RNA polymerase (H1Rhizo251024_000005) genes, complete cds	3563	0	0.0000	0	0.0000	0	0.0000
MN034640.1 Leviviridae sp. isolate H2_Bulk_35_scaffold_6694 sequence	1235	0	0.0000	0	0.0000	0	0.0000
MN034639.1 Mitovirus sp. isolate H4_Rhizo_Litter_19_scaffold_28091 sequence	1104	0	0.0000	0	0.0000	0	0.0000
MN034638.1 Leviviridae sp. isolate H4_Bulk_46_scaffold_811 hypothetical protein (H4Bulk46811_000001) and hypothetical protein (H4Bulk46811_000002) genes, complete cds; and RNA-dependent RNA polymerase (H4Bulk46811_000003) gene, partial cds	3668	0	0.0000	0	0.0000	0	0.0000
MN034637.1 Mitovirus sp. isolate H3_Bulk_Litter_17_scaffold_4840 sequence	2298	0	0.0000	0	0.0000	0	0.0000
MN034636.1 Arenavirus sp. isolate H4_Bulk_Litter_22_scaffold_51 sequence	6972	0	0.0000	0	0.0000	0	0.0000
MN034635.1 Picornavirales sp. isolate H2_Rhizo_Litter_8_scaffold_201 hypothetical protein (H2RhizoLitter8201_000001) gene, complete cds; and RNA-dependent RNA polymerase (H2RhizoLitter8201_000002) gene, partial cds	4819	0	0.0000	0	0.0000	0	0.0000
MN034634.1 Mitovirus sp. isolate H1_Rhizo_Litter_1_scaffold_8307 sequence	1479	0	0.0000	0	0.0000	0	0.0000
MN034633.1 Mitovirus sp. isolate H2_Rhizo_Litter_49_scaffold_60349 sequence	2116	0	0.0000	0	0.0000	0	0.0000
MN034632.1 Mitovirus sp. isolate H3_Rhizo_Litter_14_scaffold_1618 sequence	2877	0	0.0000	0	0.0000	0	0.0000
MN034631.1 Arenavirus sp. isolate H2_Rhizo_Litter_49_scaffold_13631 sequence	1937	0	0.0000	0	0.0000	0	0.0000
MN034630.1 Mitovirus sp. isolate H2_Bulk_36_scaffold_71919 RNA-dependent RNA polymerase (H2Bulk3671919_000001) gene, partial cds; and hypothetical protein (H2Bulk3671919_000002) gene, complete cds	1330	0	0.0000	0	0.0000	0	0.0000
MN034629.1 Leviviridae sp. isolate H4_Bulk_47_scaffold_10191 sequence	1444	0	0.0000	0	0.0000	0	0.0000
MN034628.1 Leviviridae sp. isolate H1_Rhizo_25_scaffold_2102_e_2141 hypothetical protein (H1Rhizo252102e2141_000001) gene, partial cds; hypothetical protein (H1Rhizo252102e2141_000002) and hypothetical protein (H1Rhizo252102e2141_000003) genes, complete cds; and RNA-dependent RNA polymerase (H1Rhizo252102e2141_000004) gene, partial cds	2141	0	0.0000	0	0.0000	0	0.0000
MN034627.1 Mitovirus sp. isolate H2_Rhizo_33_scaffold_910 sequence	3510	0	0.0000	0	0.0000	0	0.0000
MN034626.1 Leviviridae sp. isolate H2_Bulk_Litter_12_scaffold_22548_e_1068 RNA-dependent RNA polymerase (H2BulkL1222548e1068_000001) and hypothetical protein (H2BulkL1222548e1068_000002) genes, partial cds	1068	0	0.0000	0	0.0000	0	0.0000
MN034625.1 Leviviridae sp. isolate H4_Bulk_47_scaffold_443 RNA-dependent RNA polymerase (H4Bulk47443_000001), hypothetical protein (H4Bulk47443_000002), and hypothetical protein (H4Bulk47443_000003) genes, complete cds	3767	0	0.0000	0	0.0000	0	0.0000
MN034624.1 Riboviria sp. isolate H1_Bulk_28_FD_scaffold_676 RNA-dependent RNA polymerase (H1Bulk28FD676_000001) gene, partial cds; and hypothetical protein (H1Bulk28FD676_000002) gene, complete cds	2112	0	0.0000	0	0.0000	0	0.0000
MN034623.1 Mitovirus sp. isolate H1_Rhizo_25_scaffold_6128 sequence	1874	0	0.0000	0	0.0000	0	0.0000
MN034622.1 Partitiviridae sp. isolate H2_Rhizo_Litter_49_scaffold_60983 sequence	1144	0	0.0000	0	0.0000	0	0.0000
MN034621.1 Picornavirales sp. isolate H3_Bulk_40_scaffold_9896 sequence	1406	0	0.0000	0	0.0000	0	0.0000
MN034620.1 Leviviridae sp. isolate H3_Bulk_Litter_17_scaffold_903 hypothetical protein (H3BulkLitter17903_000001), hypothetical protein (H3BulkLitter17903_000002), hypothetical protein (H3BulkLitter17903_000003), and RNA-dependent RNA polymerase (H3BulkLitter17903_000004) genes, complete cds	4088	0	0.0000	0	0.0000	0	0.0000
MN034619.1 Mitovirus sp. isolate H3_Rhizo_Litter_15_scaffold_1650 RNA-dependent RNA polymerase (H3RhizoLitter151650_000001), RNA-dependent RNA polymerase (H3RhizoLitter151650_000002), and hypothetical protein (H3RhizoLitter151650_000003) genes, complete cds; and hypothetical protein (H3RhizoLitter151650_000004) gene, partial cds	3788	0	0.0000	0	0.0000	0	0.0000
MN034618.1 Leviviridae sp. isolate H1_Bulk_29_scaffold_340 RNA-dependent RNA polymerase (H1Bulk29340_000001), hypothetical protein (H1Bulk29340_000002), hypothetical protein (H1Bulk29340_000003), and hypothetical protein (H1Bulk29340_000004) genes, complete cds	4006	0	0.0000	0	0.0000	0	0.0000
MN034617.1 Riboviria sp. isolate H2_Bulk_Litter_10_scaffold_3397 sequence	1911	0	0.0000	0	0.0000	0	0.0000
MN034616.1 Riboviria sp. isolate H4_Rhizo_Litter_20_scaffold_3369 sequence	1881	0	0.0000	0	0.0000	0	0.0000
MN034615.1 Riboviria sp. isolate H1_Bulk_30_scaffold_6823 sequence	1492	0	0.0000	0	0.0000	0	0.0000
MN034614.1 Mitovirus sp. isolate H1_Rhizo_25_scaffold_5326 sequence	1969	0	0.0000	0	0.0000	0	0.0000
MN034612.1 Leviviridae sp. isolate H4_Bulk_48_scaffold_2658 sequence	2174	0	0.0000	0	0.0000	0	0.0000
MN034611.1 Picornavirales sp. isolate H2_Bulk_Litter_11_5905 hypothetical protein (H2BulkLitter115905_000001) and RNA-dependent RNA polymerase (H2BulkLitter115905_000002) genes, partial cds	1705	0	0.0000	0	0.0000	0	0.0000
MN034610.1 Leviviridae sp. isolate H2_Rhizo_31_scaffold_2856_e_301 sequence	1993	0	0.0000	0	0.0000	0	0.0000
MN034609.1 Mitovirus sp. isolate H4_Rhizo_43_scaffold_2616 sequence	2733	0	0.0000	0	0.0000	0	0.0000
MN034608.1 Leviviridae sp. isolate H4_Bulk_Litter_23_scaffold_2291_e_1444 sequence	1444	0	0.0000	0	0.0000	0	0.0000
MN034607.1 Mitovirus sp. isolate H4_Rhizo_Litter_21_scaffold_9679 sequence	1546	0	0.0000	0	0.0000	0	0.0000
MN034606.1 Mitovirus sp. isolate H4_Bulk_48_scaffold_1863 sequence	2429	0	0.0000	0	0.0000	0	0.0000
MN034605.1 Leviviridae sp. isolate H1_Bulk_29_scaffold_384 hypothetical protein (H1Bulk29384_000001) gene, partial cds; and hypothetical protein (H1Bulk29384_000002), hypothetical protein (H1Bulk29384_000003), and RNA-dependent RNA polymerase (H1Bulk29384_000004) genes, complete cds	3873	0	0.0000	0	0.0000	0	0.0000
MN034604.1 Leviviridae sp. isolate H2_Bulk_35_scaffold_36615 hypothetical protein (H2Bulk3536615_000001) and RNA-dependent RNA polymerase (H2Bulk3536615_000002) genes, complete cds	2372	0	0.0000	0	0.0000	0	0.0000
MN034603.1 Picornavirales sp. isolate H1_Bulk_Litter_5_scaffold_57 RNA-dependent RNA polymerase (H1BulkLitter557_000001) gene, complete cds; and hypothetical protein (H1BulkLitter557_000002) gene, partial cds	10746	0	0.0000	0	0.0000	0	0.0000
MN034602.1 Mitovirus sp. isolate H2_Rhizo_Litter_8_scaffold_3761 RNA-dependent RNA polymerase (H2RhizoLitter83761_000001) gene, partial cds; and hypothetical protein (H2RhizoLitter83761_000002) gene, complete cds	2005	0	0.0000	0	0.0000	0	0.0000
MN034601.1 Partitiviridae sp. isolate H2_Rhizo_Litter_49_scaffold_26494 sequence	1540	0	0.0000	0	0.0000	0	0.0000
